_comparatorDate,_labourCategory,_previousMonth,_previousYear,Age group,Date,Labour force characteristics,Sex,_valueConnector,Value
December 2020,F,2021-11-01,2020-12-01,55 years and over,2021-12-01,Unemployment Rate,Females,4.6,4.6
January 2021,F,2021-12-01,2021-01-01,55 years and over,2022-01-01,Unemployment Rate,Females,4.3,4.3
February 2021,F,2022-01-01,2021-02-01,55 years and over,2022-02-01,Unemployment Rate,Females,5.6,5.6
March 2021,F,2022-02-01,2021-03-01,55 years and over,2022-03-01,Unemployment Rate,Females,6,6
May 2006,F,2007-04-01,2006-05-01,All working ages (15+),2007-05-01,Unemployment Rate,Females,4.6,4.6
June 2006,F,2007-05-01,2006-06-01,All working ages (15+),2007-06-01,Unemployment Rate,Females,4.9,4.9
July 2006,F,2007-06-01,2006-07-01,All working ages (15+),2007-07-01,Unemployment Rate,Females,6,6
August 2006,F,2007-07-01,2006-08-01,All working ages (15+),2007-08-01,Unemployment Rate,Females,6.6,6.6
September 2006,F,2007-08-01,2006-09-01,All working ages (15+),2007-09-01,Unemployment Rate,Females,6.8,6.8
October 2006,F,2007-09-01,2006-10-01,All working ages (15+),2007-10-01,Unemployment Rate,Females,5.5,5.5
November 2006,F,2007-10-01,2006-11-01,All working ages (15+),2007-11-01,Unemployment Rate,Females,4.7,4.7
December 2006,F,2007-11-01,2006-12-01,All working ages (15+),2007-12-01,Unemployment Rate,Females,3.7,3.7
January 2007,F,2007-12-01,2007-01-01,All working ages (15+),2008-01-01,Unemployment Rate,Females,3.7,3.7
February 2007,F,2008-01-01,2007-02-01,All working ages (15+),2008-02-01,Unemployment Rate,Females,3.4,3.4
March 2007,F,2008-02-01,2007-03-01,All working ages (15+),2008-03-01,Unemployment Rate,Females,3.9,3.9
April 2007,F,2008-03-01,2007-04-01,All working ages (15+),2008-04-01,Unemployment Rate,Females,4.1,4.1
May 2007,F,2008-04-01,2007-05-01,All working ages (15+),2008-05-01,Unemployment Rate,Females,4.7,4.7
June 2007,F,2008-05-01,2007-06-01,All working ages (15+),2008-06-01,Unemployment Rate,Females,5.1,5.1
July 2007,F,2008-06-01,2007-07-01,All working ages (15+),2008-07-01,Unemployment Rate,Females,5.5,5.5
August 2007,F,2008-07-01,2007-08-01,All working ages (15+),2008-08-01,Unemployment Rate,Females,5.8,5.8
September 2007,F,2008-08-01,2007-09-01,All working ages (15+),2008-09-01,Unemployment Rate,Females,5.5,5.5
October 2007,F,2008-09-01,2007-10-01,All working ages (15+),2008-10-01,Unemployment Rate,Females,4.6,4.6
November 2007,F,2008-10-01,2007-11-01,All working ages (15+),2008-11-01,Unemployment Rate,Females,3.7,3.7
December 2007,F,2008-11-01,2007-12-01,All working ages (15+),2008-12-01,Unemployment Rate,Females,3.6,3.6
January 2008,F,2008-12-01,2008-01-01,All working ages (15+),2009-01-01,Unemployment Rate,Females,4.6,4.6
February 2008,F,2009-01-01,2008-02-01,All working ages (15+),2009-02-01,Unemployment Rate,Females,5.4,5.4
March 2008,F,2009-02-01,2008-03-01,All working ages (15+),2009-03-01,Unemployment Rate,Females,5.2,5.2
April 2008,F,2009-03-01,2008-04-01,All working ages (15+),2009-04-01,Unemployment Rate,Females,4.6,4.6
May 2008,F,2009-04-01,2008-05-01,All working ages (15+),2009-05-01,Unemployment Rate,Females,4.8,4.8
June 2008,F,2009-05-01,2008-06-01,All working ages (15+),2009-06-01,Unemployment Rate,Females,5.2,5.2
September 2010,F,2011-08-01,2010-09-01,All working ages (15+),2011-09-01,Unemployment Rate,Females,6.5,6.5
October 2010,F,2011-09-01,2010-10-01,All working ages (15+),2011-10-01,Unemployment Rate,Females,5.8,5.8
November 2010,F,2011-10-01,2010-11-01,All working ages (15+),2011-11-01,Unemployment Rate,Females,4.8,4.8
December 2010,F,2011-11-01,2010-12-01,All working ages (15+),2011-12-01,Unemployment Rate,Females,4.3,4.3
January 2011,F,2011-12-01,2011-01-01,All working ages (15+),2012-01-01,Unemployment Rate,Females,4.5,4.5
February 2011,F,2012-01-01,2011-02-01,All working ages (15+),2012-02-01,Unemployment Rate,Females,5.3,5.3
March 2011,F,2012-02-01,2011-03-01,All working ages (15+),2012-03-01,Unemployment Rate,Females,5.8,5.8
April 2011,F,2012-03-01,2011-04-01,All working ages (15+),2012-04-01,Unemployment Rate,Females,5.9,5.9
May 2011,F,2012-04-01,2011-05-01,All working ages (15+),2012-05-01,Unemployment Rate,Females,5.6,5.6
June 2011,F,2012-05-01,2011-06-01,All working ages (15+),2012-06-01,Unemployment Rate,Females,5.6,5.6
July 2011,F,2012-06-01,2011-07-01,All working ages (15+),2012-07-01,Unemployment Rate,Females,5.2,5.2
August 2011,F,2012-07-01,2011-08-01,All working ages (15+),2012-08-01,Unemployment Rate,Females,5.3,5.3
September 2011,F,2012-08-01,2011-09-01,All working ages (15+),2012-09-01,Unemployment Rate,Females,5.2,5.2
October 2011,F,2012-09-01,2011-10-01,All working ages (15+),2012-10-01,Unemployment Rate,Females,5.2,5.2
November 2011,F,2012-10-01,2011-11-01,All working ages (15+),2012-11-01,Unemployment Rate,Females,4.8,4.8
December 2011,F,2012-11-01,2011-12-01,All working ages (15+),2012-12-01,Unemployment Rate,Females,4.8,4.8
January 2012,F,2012-12-01,2012-01-01,All working ages (15+),2013-01-01,Unemployment Rate,Females,5,5
February 2012,F,2013-01-01,2012-02-01,All working ages (15+),2013-02-01,Unemployment Rate,Females,5.3,5.3
March 2012,F,2013-02-01,2012-03-01,All working ages (15+),2013-03-01,Unemployment Rate,Females,5.6,5.6
April 2012,F,2013-03-01,2012-04-01,All working ages (15+),2013-04-01,Unemployment Rate,Females,5.9,5.9
May 2012,F,2013-04-01,2012-05-01,All working ages (15+),2013-05-01,Unemployment Rate,Females,6.1,6.1
June 2012,F,2013-05-01,2012-06-01,All working ages (15+),2013-06-01,Unemployment Rate,Females,6.1,6.1
July 2012,F,2013-06-01,2012-07-01,All working ages (15+),2013-07-01,Unemployment Rate,Females,5.5,5.5
August 2012,F,2013-07-01,2012-08-01,All working ages (15+),2013-08-01,Unemployment Rate,Females,6.2,6.2
September 2012,F,2013-08-01,2012-09-01,All working ages (15+),2013-09-01,Unemployment Rate,Females,6.4,6.4
October 2012,F,2013-09-01,2012-10-01,All working ages (15+),2013-10-01,Unemployment Rate,Females,6.6,6.6
November 2012,F,2013-10-01,2012-11-01,All working ages (15+),2013-11-01,Unemployment Rate,Females,5.8,5.8
December 2012,F,2013-11-01,2012-12-01,All working ages (15+),2013-12-01,Unemployment Rate,Females,5.5,5.5
January 2013,F,2013-12-01,2013-01-01,All working ages (15+),2014-01-01,Unemployment Rate,Females,5.7,5.7
February 2013,F,2014-01-01,2013-02-01,All working ages (15+),2014-02-01,Unemployment Rate,Females,5.7,5.7
March 2013,F,2014-02-01,2013-03-01,All working ages (15+),2014-03-01,Unemployment Rate,Females,5.4,5.4
April 2013,F,2014-03-01,2013-04-01,All working ages (15+),2014-04-01,Unemployment Rate,Females,4.9,4.9
May 2013,F,2014-04-01,2013-05-01,All working ages (15+),2014-05-01,Unemployment Rate,Females,4.6,4.6
June 2013,F,2014-05-01,2013-06-01,All working ages (15+),2014-06-01,Unemployment Rate,Females,4.7,4.7
July 2013,F,2014-06-01,2013-07-01,All working ages (15+),2014-07-01,Unemployment Rate,Females,5.2,5.2
August 2013,F,2014-07-01,2013-08-01,All working ages (15+),2014-08-01,Unemployment Rate,Females,6,6
September 2013,F,2014-08-01,2013-09-01,All working ages (15+),2014-09-01,Unemployment Rate,Females,6.6,6.6
October 2013,F,2014-09-01,2013-10-01,All working ages (15+),2014-10-01,Unemployment Rate,Females,6.2,6.2
November 2013,F,2014-10-01,2013-11-01,All working ages (15+),2014-11-01,Unemployment Rate,Females,5.6,5.6
December 2013,F,2014-11-01,2013-12-01,All working ages (15+),2014-12-01,Unemployment Rate,Females,5,5
January 2014,F,2014-12-01,2014-01-01,All working ages (15+),2015-01-01,Unemployment Rate,Females,5,5
February 2014,F,2015-01-01,2014-02-01,All working ages (15+),2015-02-01,Unemployment Rate,Females,4.9,4.9
March 2014,F,2015-02-01,2014-03-01,All working ages (15+),2015-03-01,Unemployment Rate,Females,5.1,5.1
April 2014,F,2015-03-01,2014-04-01,All working ages (15+),2015-04-01,Unemployment Rate,Females,5.1,5.1
May 2014,F,2015-04-01,2014-05-01,All working ages (15+),2015-05-01,Unemployment Rate,Females,5.5,5.5
June 2014,F,2015-05-01,2014-06-01,All working ages (15+),2015-06-01,Unemployment Rate,Females,5.6,5.6
July 2014,F,2015-06-01,2014-07-01,All working ages (15+),2015-07-01,Unemployment Rate,Females,5.8,5.8
August 2014,F,2015-07-01,2014-08-01,All working ages (15+),2015-08-01,Unemployment Rate,Females,5.8,5.8
September 2014,F,2015-08-01,2014-09-01,All working ages (15+),2015-09-01,Unemployment Rate,Females,6.3,6.3
October 2014,F,2015-09-01,2014-10-01,All working ages (15+),2015-10-01,Unemployment Rate,Females,6.1,6.1
November 2014,F,2015-10-01,2014-11-01,All working ages (15+),2015-11-01,Unemployment Rate,Females,5.8,5.8
December 2014,F,2015-11-01,2014-12-01,All working ages (15+),2015-12-01,Unemployment Rate,Females,5.6,5.6
January 2015,F,2015-12-01,2015-01-01,All working ages (15+),2016-01-01,Unemployment Rate,Females,5.9,5.9
February 2015,F,2016-01-01,2015-02-01,All working ages (15+),2016-02-01,Unemployment Rate,Females,6.1,6.1
March 2015,F,2016-02-01,2015-03-01,All working ages (15+),2016-03-01,Unemployment Rate,Females,6.7,6.7
April 2015,F,2016-03-01,2015-04-01,All working ages (15+),2016-04-01,Unemployment Rate,Females,6.3,6.3
May 2015,F,2016-04-01,2015-05-01,All working ages (15+),2016-05-01,Unemployment Rate,Females,5.4,5.4
June 2015,F,2016-05-01,2015-06-01,All working ages (15+),2016-06-01,Unemployment Rate,Females,4.5,4.5
July 2015,F,2016-06-01,2015-07-01,All working ages (15+),2016-07-01,Unemployment Rate,Females,4.8,4.8
August 2015,F,2016-07-01,2015-08-01,All working ages (15+),2016-08-01,Unemployment Rate,Females,5.3,5.3
September 2015,F,2016-08-01,2015-09-01,All working ages (15+),2016-09-01,Unemployment Rate,Females,5.2,5.2
October 2015,F,2016-09-01,2015-10-01,All working ages (15+),2016-10-01,Unemployment Rate,Females,4.9,4.9
November 2015,F,2016-10-01,2015-11-01,All working ages (15+),2016-11-01,Unemployment Rate,Females,4.2,4.2
December 2015,F,2016-11-01,2015-12-01,All working ages (15+),2016-12-01,Unemployment Rate,Females,4.3,4.3
January 2016,F,2016-12-01,2016-01-01,All working ages (15+),2017-01-01,Unemployment Rate,Females,4.2,4.2
February 2016,F,2017-01-01,2016-02-01,All working ages (15+),2017-02-01,Unemployment Rate,Females,4.6,4.6
March 2016,F,2017-02-01,2016-03-01,All working ages (15+),2017-03-01,Unemployment Rate,Females,4.7,4.7
April 2016,F,2017-03-01,2016-04-01,All working ages (15+),2017-04-01,Unemployment Rate,Females,5,5
May 2016,F,2017-04-01,2016-05-01,All working ages (15+),2017-05-01,Unemployment Rate,Females,5.3,5.3
June 2016,F,2017-05-01,2016-06-01,All working ages (15+),2017-06-01,Unemployment Rate,Females,5.7,5.7
July 2016,F,2017-06-01,2016-07-01,All working ages (15+),2017-07-01,Unemployment Rate,Females,4.9,4.9
August 2016,F,2017-07-01,2016-08-01,All working ages (15+),2017-08-01,Unemployment Rate,Females,4.9,4.9
September 2016,F,2017-08-01,2016-09-01,All working ages (15+),2017-09-01,Unemployment Rate,Females,4.5,4.5
October 2016,F,2017-09-01,2016-10-01,All working ages (15+),2017-10-01,Unemployment Rate,Females,4.9,4.9
November 2016,F,2017-10-01,2016-11-01,All working ages (15+),2017-11-01,Unemployment Rate,Females,5,5
December 2016,F,2017-11-01,2016-12-01,All working ages (15+),2017-12-01,Unemployment Rate,Females,5,5
January 2017,F,2017-12-01,2017-01-01,All working ages (15+),2018-01-01,Unemployment Rate,Females,5.4,5.4
February 2017,F,2018-01-01,2017-02-01,All working ages (15+),2018-02-01,Unemployment Rate,Females,5.4,5.4
March 2017,F,2018-02-01,2017-03-01,All working ages (15+),2018-03-01,Unemployment Rate,Females,5.9,5.9
April 2017,F,2018-03-01,2017-04-01,All working ages (15+),2018-04-01,Unemployment Rate,Females,5.5,5.5
May 2017,F,2018-04-01,2017-05-01,All working ages (15+),2018-05-01,Unemployment Rate,Females,5,5
June 2017,F,2018-05-01,2017-06-01,All working ages (15+),2018-06-01,Unemployment Rate,Females,4.8,4.8
July 2017,F,2018-06-01,2017-07-01,All working ages (15+),2018-07-01,Unemployment Rate,Females,5.1,5.1
August 2017,F,2018-07-01,2017-08-01,All working ages (15+),2018-08-01,Unemployment Rate,Females,6,6
September 2017,F,2018-08-01,2017-09-01,All working ages (15+),2018-09-01,Unemployment Rate,Females,5.8,5.8
October 2017,F,2018-09-01,2017-10-01,All working ages (15+),2018-10-01,Unemployment Rate,Females,5.9,5.9
November 2017,F,2018-10-01,2017-11-01,All working ages (15+),2018-11-01,Unemployment Rate,Females,5.2,5.2
December 2017,F,2018-11-01,2017-12-01,All working ages (15+),2018-12-01,Unemployment Rate,Females,4.8,4.8
January 2018,F,2018-12-01,2018-01-01,All working ages (15+),2019-01-01,Unemployment Rate,Females,4.6,4.6
February 2018,F,2019-01-01,2018-02-01,All working ages (15+),2019-02-01,Unemployment Rate,Females,4.9,4.9
March 2018,F,2019-02-01,2018-03-01,All working ages (15+),2019-03-01,Unemployment Rate,Females,5,5
April 2018,F,2019-03-01,2018-04-01,All working ages (15+),2019-04-01,Unemployment Rate,Females,4.7,4.7
May 2018,F,2019-04-01,2018-05-01,All working ages (15+),2019-05-01,Unemployment Rate,Females,4.4,4.4
June 2018,F,2019-05-01,2018-06-01,All working ages (15+),2019-06-01,Unemployment Rate,Females,4.1,4.1
July 2018,F,2019-06-01,2018-07-01,All working ages (15+),2019-07-01,Unemployment Rate,Females,4.6,4.6
August 2018,F,2019-07-01,2018-08-01,All working ages (15+),2019-08-01,Unemployment Rate,Females,5.6,5.6
September 2018,F,2019-08-01,2018-09-01,All working ages (15+),2019-09-01,Unemployment Rate,Females,5.9,5.9
October 2018,F,2019-09-01,2018-10-01,All working ages (15+),2019-10-01,Unemployment Rate,Females,6,6
November 2018,F,2019-10-01,2018-11-01,All working ages (15+),2019-11-01,Unemployment Rate,Females,5.6,5.6
December 2018,F,2019-11-01,2018-12-01,All working ages (15+),2019-12-01,Unemployment Rate,Females,6.1,6.1
January 2019,F,2019-12-01,2019-01-01,All working ages (15+),2020-01-01,Unemployment Rate,Females,6.1,6.1
February 2019,F,2020-01-01,2019-02-01,All working ages (15+),2020-02-01,Unemployment Rate,Females,6.2,6.2
March 2019,F,2020-02-01,2019-03-01,All working ages (15+),2020-03-01,Unemployment Rate,Females,6.5,6.5
April 2019,F,2020-03-01,2019-04-01,All working ages (15+),2020-04-01,Unemployment Rate,Females,9.1,9.1
May 2019,F,2020-04-01,2019-05-01,All working ages (15+),2020-05-01,Unemployment Rate,Females,11.4,11.4
June 2019,F,2020-05-01,2019-06-01,All working ages (15+),2020-06-01,Unemployment Rate,Females,13.1,13.1
July 2019,F,2020-06-01,2019-07-01,All working ages (15+),2020-07-01,Unemployment Rate,Females,11.9,11.9
August 2019,F,2020-07-01,2019-08-01,All working ages (15+),2020-08-01,Unemployment Rate,Females,10.3,10.3
September 2019,F,2020-08-01,2019-09-01,All working ages (15+),2020-09-01,Unemployment Rate,Females,8.2,8.2
October 2019,F,2020-09-01,2019-10-01,All working ages (15+),2020-10-01,Unemployment Rate,Females,7.1,7.1
November 2019,F,2020-10-01,2019-11-01,All working ages (15+),2020-11-01,Unemployment Rate,Females,6,6
December 2019,F,2020-11-01,2019-12-01,All working ages (15+),2020-12-01,Unemployment Rate,Females,6.6,6.6
January 2020,F,2020-12-01,2020-01-01,All working ages (15+),2021-01-01,Unemployment Rate,Females,6.3,6.3
February 2020,F,2021-01-01,2020-02-01,All working ages (15+),2021-02-01,Unemployment Rate,Females,6.9,6.9
March 2020,F,2021-02-01,2020-03-01,All working ages (15+),2021-03-01,Unemployment Rate,Females,7,7
April 2020,F,2021-03-01,2020-04-01,All working ages (15+),2021-04-01,Unemployment Rate,Females,7.1,7.1
May 2020,F,2021-04-01,2020-05-01,All working ages (15+),2021-05-01,Unemployment Rate,Females,8.5,8.5
June 2020,F,2021-05-01,2020-06-01,All working ages (15+),2021-06-01,Unemployment Rate,Females,8.4,8.4
July 2020,F,2021-06-01,2020-07-01,All working ages (15+),2021-07-01,Unemployment Rate,Females,8.6,8.6
August 2020,F,2021-07-01,2020-08-01,All working ages (15+),2021-08-01,Unemployment Rate,Females,7.6,7.6
September 2020,F,2021-08-01,2020-09-01,All working ages (15+),2021-09-01,Unemployment Rate,Females,7.2,7.2
October 2020,F,2021-09-01,2020-10-01,All working ages (15+),2021-10-01,Unemployment Rate,Females,6.7,6.7
November 2020,F,2021-10-01,2020-11-01,All working ages (15+),2021-11-01,Unemployment Rate,Females,5.9,5.9
December 2020,F,2021-11-01,2020-12-01,All working ages (15+),2021-12-01,Unemployment Rate,Females,5.6,5.6
January 2021,F,2021-12-01,2021-01-01,All working ages (15+),2022-01-01,Unemployment Rate,Females,5,5
February 2021,F,2022-01-01,2021-02-01,All working ages (15+),2022-02-01,Unemployment Rate,Females,4.8,4.8
March 2021,F,2022-02-01,2021-03-01,All working ages (15+),2022-03-01,Unemployment Rate,Females,5,5
May 2006,M,2007-04-01,2006-05-01,15 to 24 years,2007-05-01,Unemployment Rate,Males,14,14
June 2006,M,2007-05-01,2006-06-01,15 to 24 years,2007-06-01,Unemployment Rate,Males,12.4,12.4
July 2006,M,2007-06-01,2006-07-01,15 to 24 years,2007-07-01,Unemployment Rate,Males,13.5,13.5
August 2006,M,2007-07-01,2006-08-01,15 to 24 years,2007-08-01,Unemployment Rate,Males,11.2,11.2
September 2006,M,2007-08-01,2006-09-01,15 to 24 years,2007-09-01,Unemployment Rate,Males,12,12
October 2006,M,2007-09-01,2006-10-01,15 to 24 years,2007-10-01,Unemployment Rate,Males,10.4,10.4
November 2006,M,2007-10-01,2006-11-01,15 to 24 years,2007-11-01,Unemployment Rate,Males,10.4,10.4
December 2006,M,2007-11-01,2006-12-01,15 to 24 years,2007-12-01,Unemployment Rate,Males,10.2,10.2
January 2007,M,2007-12-01,2007-01-01,15 to 24 years,2008-01-01,Unemployment Rate,Males,11.4,11.4
February 2007,M,2008-01-01,2007-02-01,15 to 24 years,2008-02-01,Unemployment Rate,Males,11.3,11.3
March 2007,M,2008-02-01,2007-03-01,15 to 24 years,2008-03-01,Unemployment Rate,Males,13.5,13.5
April 2007,M,2008-03-01,2007-04-01,15 to 24 years,2008-04-01,Unemployment Rate,Males,12.7,12.7
May 2007,M,2008-04-01,2007-05-01,15 to 24 years,2008-05-01,Unemployment Rate,Males,13.4,13.4
June 2007,M,2008-05-01,2007-06-01,15 to 24 years,2008-06-01,Unemployment Rate,Males,12.4,12.4
July 2007,M,2008-06-01,2007-07-01,15 to 24 years,2008-07-01,Unemployment Rate,Males,12.6,12.6
August 2007,M,2008-07-01,2007-08-01,15 to 24 years,2008-08-01,Unemployment Rate,Males,11.9,11.9
September 2007,M,2008-08-01,2007-09-01,15 to 24 years,2008-09-01,Unemployment Rate,Males,12.6,12.6
October 2007,M,2008-09-01,2007-10-01,15 to 24 years,2008-10-01,Unemployment Rate,Males,13.9,13.9
November 2007,M,2008-10-01,2007-11-01,15 to 24 years,2008-11-01,Unemployment Rate,Males,13.6,13.6
December 2007,M,2008-11-01,2007-12-01,15 to 24 years,2008-12-01,Unemployment Rate,Males,12.4,12.4
January 2008,M,2008-12-01,2008-01-01,15 to 24 years,2009-01-01,Unemployment Rate,Males,11.8,11.8
February 2008,M,2009-01-01,2008-02-01,15 to 24 years,2009-02-01,Unemployment Rate,Males,13.5,13.5
March 2008,M,2009-02-01,2008-03-01,15 to 24 years,2009-03-01,Unemployment Rate,Males,15.4,15.4
April 2008,M,2009-03-01,2008-04-01,15 to 24 years,2009-04-01,Unemployment Rate,Males,18.6,18.6
May 2008,M,2009-04-01,2008-05-01,15 to 24 years,2009-05-01,Unemployment Rate,Males,18,18
June 2008,M,2009-05-01,2008-06-01,15 to 24 years,2009-06-01,Unemployment Rate,Males,17.5,17.5
August 2009,M,2010-07-01,2009-08-01,15 to 24 years,2010-08-01,Unemployment Rate,Males,10,10
September 2009,M,2010-08-01,2009-09-01,15 to 24 years,2010-09-01,Unemployment Rate,Males,11.2,11.2
October 2009,M,2010-09-01,2009-10-01,15 to 24 years,2010-10-01,Unemployment Rate,Males,12.9,12.9
November 2009,M,2010-10-01,2009-11-01,15 to 24 years,2010-11-01,Unemployment Rate,Males,15.6,15.6
December 2009,M,2010-11-01,2009-12-01,15 to 24 years,2010-12-01,Unemployment Rate,Males,15.9,15.9
January 2010,M,2010-12-01,2010-01-01,15 to 24 years,2011-01-01,Unemployment Rate,Males,18,18
February 2010,M,2011-01-01,2010-02-01,15 to 24 years,2011-02-01,Unemployment Rate,Males,18.8,18.8
